t_s,x_true_m,y_true_m,z_true_m,x_ekf_m,y_ekf_m,z_ekf_m,xy_error_m
7.065,-0.2633,0.401,1.003,-0.2176,0.4158,1.0036,0.0283
7.07,-0.264,0.4009,1.003,-0.2181,0.4158,1.0036,0.028
7.075,-0.2646,0.4009,1.0029,-0.2186,0.4157,1.0035,0.0278
7.08,-0.2653,0.4008,1.0028,-0.2192,0.4157,1.0035,0.0276
7.085,-0.2659,0.4007,1.0028,-0.2198,0.4156,1.0032,0.0274
7.09,-0.2666,0.4006,1.0027,-0.2202,0.4156,1.0032,0.0272
7.095,-0.2672,0.4005,1.0026,-0.2208,0.4155,1.0034,0.027
7.1,-0.2679,0.4005,1.0026,-0.2211,0.4154,1.0033,0.0268
7.105,-0.2685,0.4004,1.0025,-0.2215,0.4152,1.0031,0.0267
7.11,-0.2692,0.4003,1.0024,-0.2219,0.415,1.0031,0.0266
7.115,-0.2698,0.4002,1.0023,-0.2224,0.4149,1.003,0.0264
7.12,-0.2705,0.4001,1.0023,-0.2227,0.4147,1.0029,0.0263
7.125,-0.2711,0.4,1.0022,-0.2231,0.4148,1.0028,0.0262
7.13,-0.2718,0.3999,1.0021,-0.2237,0.4148,1.0027,0.0262
7.135,-0.2724,0.3998,1.002,-0.2244,0.4146,1.0025,0.0261
7.14,-0.2731,0.3998,1.002,-0.2249,0.4146,1.0022,0.0261
7.145,-0.2737,0.3997,1.0019,-0.2256,0.4144,1.0024,0.026
7.15,-0.2744,0.3996,1.0018,-0.2264,0.4143,1.0022,0.026
7.155,-0.2751,0.3995,1.0018,-0.2268,0.4144,1.002,0.026
7.16,-0.2757,0.3994,1.0017,-0.2274,0.4143,1.0018,0.026
7.165,-0.2764,0.3993,1.0016,-0.228,0.4142,1.0017,0.0261
7.17,-0.277,0.3992,1.0016,-0.2284,0.4141,1.0017,0.0261
7.175,-0.2777,0.3991,1.0015,-0.2287,0.4141,1.0015,0.0262
7.18,-0.2783,0.399,1.0015,-0.2291,0.414,1.0014,0.0263
7.185,-0.279,0.3989,1.0015,-0.2295,0.4138,1.0015,0.0264
7.19,-0.2797,0.3988,1.0014,-0.2299,0.414,1.0018,0.0265
7.195,-0.2803,0.3987,1.0014,-0.2303,0.4141,1.0019,0.0266
7.2,-0.281,0.3986,1.0014,-0.2306,0.4141,1.0023,0.0268
7.205,-0.2816,0.3985,1.0014,-0.2311,0.4141,1.002,0.0269
7.21,-0.2823,0.3984,1.0014,-0.2315,0.4138,1.0021,0.0271
7.215,-0.2829,0.3983,1.0013,-0.2319,0.4137,1.0018,0.0273
7.22,-0.2836,0.3982,1.0013,-0.2324,0.4137,1.0016,0.0275
7.225,-0.2843,0.3981,1.0013,-0.2329,0.4135,1.0017,0.0277
7.23,-0.2849,0.398,1.0013,-0.2334,0.4135,1.0016,0.028
7.235,-0.2856,0.3979,1.0014,-0.2339,0.4133,1.0015,0.0282
7.24,-0.2862,0.3978,1.0014,-0.2346,0.4131,1.0014,0.0285
7.245,-0.2869,0.3977,1.0014,-0.235,0.4131,1.0011,0.0287
7.25,-0.2875,0.3976,1.0014,-0.2355,0.4131,1.0012,0.029
7.255,-0.2882,0.3975,1.0014,-0.2361,0.413,1.0012,0.0293
7.26,-0.2888,0.3974,1.0015,-0.2366,0.4129,1.0012,0.0296
7.265,-0.2895,0.3973,1.0015,-0.237,0.4128,1.0009,0.0299
7.27,-0.2902,0.3972,1.0015,-0.2374,0.4129,1.0011,0.0302
7.275,-0.2908,0.3971,1.0016,-0.2379,0.4129,1.0013,0.0306
7.28,-0.2915,0.397,1.0016,-0.2385,0.4125,1.001,0.0309
7.285,-0.2921,0.3968,1.0016,-0.239,0.4124,1.0009,0.0313
7.29,-0.2928,0.3967,1.0017,-0.2394,0.4122,1.0011,0.0316
7.295,-0.2934,0.3966,1.0017,-0.2398,0.4122,1.001,0.032
7.3,-0.2941,0.3965,1.0018,-0.2403,0.4121,1.0007,0.0324
7.305,-0.2947,0.3964,1.0018,-0.2405,0.4121,1.0007,0.0328
7.31,-0.2954,0.3963,1.0019,-0.241,0.4122,1.0006,0.0332
7.315,-0.296,0.3962,1.0019,-0.2414,0.4119,1.0007,0.0336
7.32,-0.2967,0.3961,1.002,-0.2419,0.4118,1.0006,0.034
7.325,-0.2973,0.3959,1.0021,-0.2424,0.4118,1.0008,0.0344
7.33,-0.298,0.3958,1.0021,-0.2429,0.4118,1.0006,0.0348
7.335,-0.2986,0.3957,1.0022,-0.2434,0.4118,1.0005,0.0353
7.34,-0.2993,0.3956,1.0022,-0.2439,0.4117,1.0002,0.0357
7.345,-0.2999,0.3955,1.0023,-0.2444,0.4116,1.0,0.0361
7.35,-0.3005,0.3954,1.0023,-0.2448,0.4115,1.0003,0.0366
7.355,-0.3012,0.3952,1.0024,-0.2453,0.4114,1.0003,0.037
7.36,-0.3018,0.3951,1.0025,-0.2459,0.4113,1.0002,0.0375
7.365,-0.3025,0.395,1.0025,-0.2464,0.4113,1.0001,0.038
7.37,-0.3031,0.3949,1.0026,-0.2468,0.4114,1.0002,0.0384
7.375,-0.3037,0.3948,1.0026,-0.2472,0.4111,1.0001,0.0389
7.38,-0.3044,0.3946,1.0027,-0.2477,0.411,1.0003,0.0394
7.385,-0.305,0.3945,1.0028,-0.248,0.4109,1.0003,0.0398
7.39,-0.3056,0.3944,1.0028,-0.2486,0.4109,1.0002,0.0403
7.395,-0.3063,0.3943,1.0029,-0.2491,0.4109,1.0004,0.0408
7.4,-0.3069,0.3941,1.0029,-0.2495,0.4108,1.0007,0.0413
7.405,-0.3075,0.394,1.003,-0.25,0.4108,1.0007,0.0418
7.41,-0.3081,0.3939,1.003,-0.2503,0.4107,1.0009,0.0423
7.415,-0.3088,0.3938,1.0031,-0.2507,0.4108,1.0009,0.0428
7.42,-0.3094,0.3937,1.0032,-0.2512,0.4107,1.0012,0.0432
7.425,-0.31,0.3935,1.0032,-0.2516,0.4105,1.001,0.0437
7.43,-0.3106,0.3934,1.0033,-0.2519,0.4103,1.0011,0.0442
7.435,-0.3113,0.3933,1.0033,-0.2521,0.4102,1.001,0.0447
7.44,-0.3119,0.3931,1.0033,-0.2525,0.4102,1.0009,0.0452
7.445,-0.3125,0.393,1.0034,-0.2529,0.41,1.001,0.0458
7.45,-0.3131,0.3929,1.0034,-0.2533,0.41,1.0009,0.0463
7.455,-0.3137,0.3928,1.0035,-0.2538,0.4099,1.0008,0.0468
7.46,-0.3143,0.3926,1.0035,-0.2543,0.4097,1.0011,0.0473
7.465,-0.3149,0.3925,1.0035,-0.2547,0.4097,1.0012,0.0478
7.47,-0.3155,0.3924,1.0036,-0.2551,0.4096,1.0016,0.0483
7.475,-0.3161,0.3923,1.0036,-0.2554,0.4095,1.0014,0.0488
7.48,-0.3167,0.3921,1.0036,-0.2558,0.4093,1.0014,0.0493
7.485,-0.3173,0.392,1.0036,-0.2563,0.4091,1.0015,0.0498
7.49,-0.3179,0.3919,1.0036,-0.2567,0.4087,1.0015,0.0503
7.495,-0.3185,0.3917,1.0036,-0.2572,0.4087,1.0016,0.0508
7.5,-0.3191,0.3916,1.0036,-0.2575,0.4085,1.0016,0.0514
7.505,-0.3197,0.3915,1.0036,-0.258,0.4084,1.0018,0.0519
7.51,-0.3203,0.3914,1.0036,-0.2585,0.4083,1.002,0.0524
7.515,-0.3209,0.3912,1.0036,-0.259,0.4081,1.0021,0.0529
7.52,-0.3215,0.3911,1.0036,-0.2593,0.4079,1.0024,0.0534
7.525,-0.3221,0.391,1.0036,-0.2597,0.4078,1.0025,0.0539
7.53,-0.3227,0.3908,1.0036,-0.26,0.4077,1.0025,0.0544
7.535,-0.3232,0.3907,1.0036,-0.2606,0.4075,1.0025,0.0549
7.54,-0.3238,0.3906,1.0035,-0.2608,0.4075,1.0025,0.0554
7.545,-0.3244,0.3904,1.0035,-0.2611,0.4074,1.0028,0.056
7.55,-0.325,0.3903,1.0035,-0.2616,0.4073,1.0029,0.0565
7.555,-0.3255,0.3902,1.0034,-0.2621,0.4071,1.003,0.057
7.56,-0.3261,0.39,1.0034,-0.2626,0.407,1.0033,0.0575
7.565,-0.3267,0.3899,1.0033,-0.2629,0.4067,1.0036,0.058
7.57,-0.3272,0.3898,1.0033,-0.2634,0.4066,1.0035,0.0585
7.575,-0.3278,0.3896,1.0032,-0.2636,0.4066,1.0033,0.059
7.58,-0.3284,0.3895,1.0031,-0.264,0.4063,1.0032,0.0595
7.585,-0.3289,0.3894,1.003,-0.2645,0.4062,1.0037,0.06
7.59,-0.3295,0.3892,1.003,-0.265,0.4061,1.0038,0.0605
7.595,-0.33,0.3891,1.0029,-0.2654,0.4059,1.0039,0.061
7.6,-0.3306,0.3889,1.0028,-0.2659,0.4058,1.0039,0.0615
7.605,-0.3311,0.3888,1.0027,-0.2665,0.4057,1.0037,0.062
7.61,-0.3317,0.3887,1.0026,-0.267,0.4056,1.0035,0.0625
7.615,-0.3322,0.3885,1.0025,-0.2675,0.4055,1.0034,0.063
7.62,-0.3327,0.3884,1.0024,-0.268,0.4055,1.0032,0.0635
7.625,-0.3333,0.3883,1.0022,-0.2683,0.4054,1.0033,0.064
7.63,-0.3338,0.3881,1.0021,-0.2688,0.4051,1.0035,0.0645
7.635,-0.3344,0.388,1.002,-0.269,0.4048,1.0036,0.0649
7.64,-0.3349,0.3879,1.0019,-0.269,0.4048,1.0037,0.0654
7.645,-0.3354,0.3877,1.0017,-0.2691,0.4046,1.0039,0.0659
7.65,-0.3359,0.3876,1.0016,-0.2695,0.4046,1.0036,0.0664
7.655,-0.3365,0.3874,1.0015,-0.2698,0.4046,1.0037,0.0669
7.66,-0.337,0.3873,1.0013,-0.2699,0.4045,1.0038,0.0674
7.665,-0.3375,0.3872,1.0012,-0.2703,0.4042,1.0038,0.0678
7.67,-0.338,0.387,1.0011,-0.2706,0.4041,1.0037,0.0683
7.675,-0.3385,0.3869,1.0009,-0.2709,0.404,1.0035,0.0688
7.68,-0.339,0.3867,1.0008,-0.2713,0.404,1.0034,0.0693
7.685,-0.3395,0.3866,1.0006,-0.2719,0.4038,1.0034,0.0697
7.69,-0.34,0.3865,1.0005,-0.2723,0.4037,1.0036,0.0702
7.695,-0.3405,0.3863,1.0003,-0.2727,0.4037,1.0037,0.0707
7.7,-0.341,0.3862,1.0002,-0.2731,0.4036,1.0036,0.0711
7.705,-0.3415,0.3861,1.0,-0.2735,0.4035,1.0034,0.0716
7.71,-0.342,0.3859,0.9999,-0.2741,0.4035,1.0032,0.072
7.715,-0.3425,0.3858,0.9998,-0.2746,0.4032,1.003,0.0725
7.72,-0.343,0.3856,0.9996,-0.275,0.4031,1.0029,0.0729
7.725,-0.3434,0.3855,0.9995,-0.2752,0.403,1.0027,0.0734
7.73,-0.3439,0.3854,0.9993,-0.2756,0.4028,1.0025,0.0738
7.735,-0.3444,0.3852,0.9992,-0.276,0.4028,1.0027,0.0743
7.74,-0.3448,0.3851,0.999,-0.2762,0.4028,1.0025,0.0747
7.745,-0.3453,0.3849,0.9989,-0.2764,0.4027,1.0023,0.0752
7.75,-0.3458,0.3848,0.9987,-0.2767,0.4025,1.0023,0.0756
7.755,-0.3462,0.3846,0.9986,-0.2768,0.4023,1.0022,0.076
7.76,-0.3467,0.3845,0.9985,-0.2771,0.4021,1.0022,0.0765
7.765,-0.3471,0.3844,0.9983,-0.2773,0.4021,1.0023,0.0769
7.77,-0.3476,0.3842,0.9982,-0.2775,0.402,1.0021,0.0773
7.775,-0.348,0.3841,0.9981,-0.2778,0.4018,1.0015,0.0777
7.78,-0.3485,0.3839,0.9979,-0.2779,0.4018,1.0012,0.0782
7.785,-0.3489,0.3838,0.9978,-0.2785,0.4018,1.001,0.0786
7.79,-0.3493,0.3837,0.9977,-0.2789,0.4018,1.0009,0.079
7.795,-0.3498,0.3835,0.9976,-0.2793,0.4017,1.0008,0.0794
7.8,-0.3502,0.3834,0.9975,-0.28,0.4015,1.0007,0.0798
7.805,-0.3506,0.3832,0.9974,-0.2804,0.4015,1.0007,0.0802
7.81,-0.351,0.3831,0.9972,-0.2808,0.4014,1.0007,0.0806
7.815,-0.3515,0.383,0.9971,-0.281,0.4014,1.0006,0.081
7.82,-0.3519,0.3828,0.997,-0.2811,0.4013,1.0002,0.0814
7.825,-0.3523,0.3827,0.997,-0.2814,0.4014,1.0,0.0818
7.83,-0.3527,0.3825,0.9969,-0.2816,0.4014,0.9998,0.0822
7.835,-0.3531,0.3824,0.9968,-0.2817,0.4013,0.9994,0.0825
7.84,-0.3535,0.3822,0.9967,-0.2819,0.4015,0.9993,0.0829
7.845,-0.3539,0.3821,0.9966,-0.2819,0.4013,0.9993,0.0833
7.85,-0.3542,0.382,0.9966,-0.2821,0.4012,0.9994,0.0837
7.855,-0.3546,0.3818,0.9965,-0.2822,0.4012,0.9993,0.084
7.86,-0.355,0.3817,0.9965,-0.2826,0.401,0.9992,0.0844
7.865,-0.3554,0.3815,0.9964,-0.2829,0.401,0.999,0.0848
7.87,-0.3557,0.3814,0.9964,-0.2831,0.4009,0.999,0.0851
7.875,-0.3561,0.3813,0.9963,-0.2833,0.4007,0.9988,0.0855
7.88,-0.3565,0.3811,0.9963,-0.2836,0.4003,0.9986,0.0858
7.885,-0.3568,0.381,0.9963,-0.2838,0.4003,0.9985,0.0862
7.89,-0.3572,0.3808,0.9963,-0.2841,0.4,0.9985,0.0865
7.895,-0.3575,0.3807,0.9962,-0.2844,0.4,0.9983,0.0868
7.9,-0.3579,0.3806,0.9962,-0.2847,0.4001,0.9983,0.0872
7.905,-0.3582,0.3804,0.9962,-0.285,0.4,0.9981,0.0875
7.91,-0.3586,0.3803,0.9962,-0.2851,0.3998,0.9981,0.0878
7.915,-0.3589,0.3802,0.9962,-0.2852,0.3997,0.9978,0.0881
7.92,-0.3592,0.38,0.9962,-0.2854,0.3995,0.9982,0.0885
7.925,-0.3595,0.3799,0.9962,-0.2856,0.3993,0.998,0.0888
7.93,-0.3599,0.3797,0.9963,-0.2857,0.3993,0.9979,0.0891
7.935,-0.3602,0.3796,0.9963,-0.2859,0.3993,0.9978,0.0894
7.94,-0.3605,0.3795,0.9963,-0.286,0.3991,0.9977,0.0897
7.945,-0.3608,0.3793,0.9963,-0.2861,0.399,0.9976,0.09
7.95,-0.3611,0.3792,0.9963,-0.2864,0.399,0.9976,0.0903
7.955,-0.3614,0.3791,0.9964,-0.2865,0.3988,0.9978,0.0906
7.96,-0.3617,0.3789,0.9964,-0.2865,0.3989,0.9979,0.0908
7.965,-0.362,0.3788,0.9965,-0.2866,0.3987,0.9978,0.0911
7.97,-0.3622,0.3787,0.9965,-0.2867,0.3987,0.9979,0.0914
7.975,-0.3625,0.3785,0.9965,-0.2868,0.3987,0.9978,0.0917
7.98,-0.3628,0.3784,0.9966,-0.287,0.3985,0.9978,0.0919
7.985,-0.363,0.3782,0.9966,-0.287,0.3985,0.9981,0.0922
7.99,-0.3633,0.3781,0.9967,-0.2873,0.3983,0.9985,0.0924
7.995,-0.3636,0.378,0.9967,-0.2875,0.3984,0.9985,0.0927
8.0,-0.3638,0.3778,0.9968,-0.2878,0.3983,0.9987,0.0929
8.005,-0.3641,0.3777,0.9968,-0.288,0.3978,0.9986,0.0932
8.01,-0.3643,0.3776,0.9969,-0.2882,0.3976,0.9988,0.0934
8.015,-0.3646,0.3774,0.9969,-0.2885,0.3975,0.9986,0.0937
8.02,-0.3648,0.3773,0.9969,-0.2887,0.3973,0.9985,0.0939
8.025,-0.365,0.3772,0.997,-0.2888,0.3972,0.9984,0.0941
8.03,-0.3652,0.377,0.997,-0.289,0.397,0.9986,0.0943
8.035,-0.3655,0.3769,0.9971,-0.2892,0.3968,0.9987,0.0945
8.04,-0.3657,0.3768,0.9971,-0.2893,0.3967,0.9986,0.0948
8.045,-0.3659,0.3767,0.9971,-0.2895,0.3966,0.9985,0.095
8.05,-0.3661,0.3765,0.9971,-0.2898,0.3964,0.9985,0.0952
8.055,-0.3663,0.3764,0.9972,-0.29,0.3963,0.9985,0.0954
8.06,-0.3665,0.3763,0.9972,-0.2902,0.3963,0.9986,0.0956
8.065,-0.3667,0.3761,0.9972,-0.29,0.3962,0.9988,0.0957
8.07,-0.3669,0.376,0.9972,-0.2902,0.3963,0.9987,0.0959
8.075,-0.3671,0.3759,0.9972,-0.2904,0.3962,0.9986,0.0961
8.08,-0.3672,0.3757,0.9973,-0.2908,0.3962,0.9987,0.0963
8.085,-0.3674,0.3756,0.9973,-0.2911,0.3962,0.9989,0.0965
8.09,-0.3676,0.3755,0.9973,-0.2914,0.3963,0.9986,0.0966
8.095,-0.3677,0.3754,0.9973,-0.2916,0.3963,0.9986,0.0968
8.1,-0.3679,0.3752,0.9973,-0.2919,0.3963,0.9986,0.0969
8.105,-0.3681,0.3751,0.9973,-0.2922,0.3961,0.9985,0.0971
8.11,-0.3682,0.375,0.9973,-0.2924,0.3961,0.9983,0.0972
8.115,-0.3684,0.3748,0.9973,-0.2928,0.396,0.9985,0.0974
8.12,-0.3685,0.3747,0.9972,-0.2928,0.396,0.9985,0.0975
8.125,-0.3686,0.3746,0.9972,-0.2927,0.396,0.9987,0.0977
8.13,-0.3688,0.3745,0.9972,-0.2926,0.3959,0.9985,0.0978
8.135,-0.3689,0.3743,0.9972,-0.2927,0.3958,0.9986,0.0979
8.14,-0.369,0.3742,0.9972,-0.2926,0.3957,0.9987,0.098
8.145,-0.3691,0.3741,0.9972,-0.2928,0.3956,0.9985,0.0982
8.15,-0.3692,0.374,0.9971,-0.2928,0.3954,0.9985,0.0983
8.155,-0.3693,0.3739,0.9971,-0.2927,0.3953,0.9984,0.0984
8.16,-0.3695,0.3737,0.9971,-0.2928,0.3952,0.9984,0.0985
8.165,-0.3695,0.3736,0.9971,-0.293,0.3951,0.9984,0.0986
8.17,-0.3696,0.3735,0.9971,-0.2932,0.395,0.9983,0.0987
8.175,-0.3697,0.3734,0.997,-0.2932,0.3948,0.9986,0.0988
8.18,-0.3698,0.3732,0.997,-0.2933,0.3946,0.9986,0.0988
8.185,-0.3699,0.3731,0.997,-0.2934,0.3946,0.9984,0.0989
8.19,-0.37,0.373,0.997,-0.2935,0.3944,0.9984,0.099
8.195,-0.37,0.3729,0.997,-0.2936,0.3945,0.9983,0.0991
8.2,-0.3701,0.3728,0.9969,-0.2936,0.3945,0.9983,0.0991
8.205,-0.3702,0.3726,0.9969,-0.2938,0.3945,0.9982,0.0992
8.21,-0.3702,0.3725,0.9969,-0.2939,0.3947,0.9981,0.0992
8.215,-0.3703,0.3724,0.9969,-0.294,0.3948,0.9981,0.0993
8.22,-0.3703,0.3723,0.9969,-0.2941,0.3946,0.998,0.0993
8.225,-0.3703,0.3722,0.9968,-0.2941,0.3946,0.9979,0.0994
8.23,-0.3704,0.3721,0.9968,-0.2941,0.3945,0.9979,0.0994
8.235,-0.3704,0.3719,0.9968,-0.2942,0.3945,0.9978,0.0995
8.24,-0.3704,0.3718,0.9968,-0.2945,0.3944,0.9976,0.0995
8.245,-0.3705,0.3717,0.9968,-0.2947,0.3943,0.9976,0.0995
8.25,-0.3705,0.3716,0.9968,-0.2946,0.3942,0.9973,0.0995
8.255,-0.3705,0.3715,0.9968,-0.2949,0.3943,0.9972,0.0995
8.26,-0.3705,0.3714,0.9968,-0.295,0.3942,0.9972,0.0995
8.265,-0.3705,0.3713,0.9968,-0.2951,0.3942,0.9971,0.0996
8.27,-0.3705,0.3711,0.9968,-0.2952,0.3941,0.9971,0.0996
8.275,-0.3705,0.371,0.9968,-0.2951,0.394,0.997,0.0995
8.28,-0.3705,0.3709,0.9968,-0.2949,0.394,0.997,0.0995
8.285,-0.3705,0.3708,0.9968,-0.2948,0.394,0.9971,0.0995
8.29,-0.3704,0.3707,0.9968,-0.2947,0.394,0.997,0.0995
8.295,-0.3704,0.3706,0.9969,-0.2945,0.3939,0.9969,0.0995
8.3,-0.3704,0.3705,0.9969,-0.2944,0.3938,0.9966,0.0995
8.305,-0.3703,0.3704,0.9969,-0.2943,0.3939,0.9968,0.0994
8.31,-0.3703,0.3703,0.997,-0.2945,0.394,0.9968,0.0994
8.315,-0.3703,0.3702,0.997,-0.2946,0.394,0.9968,0.0993
8.32,-0.3702,0.3701,0.9971,-0.2944,0.3939,0.9966,0.0993
8.325,-0.3702,0.37,0.9971,-0.2943,0.3938,0.9964,0.0993
8.33,-0.3701,0.3699,0.9972,-0.2943,0.3937,0.9965,0.0992
8.335,-0.37,0.3697,0.9972,-0.2942,0.3934,0.9963,0.0991
8.34,-0.37,0.3696,0.9973,-0.2944,0.3934,0.9965,0.0991
8.345,-0.3699,0.3695,0.9974,-0.2943,0.3932,0.9964,0.099
8.35,-0.3698,0.3694,0.9974,-0.2941,0.3931,0.9965,0.0989
8.355,-0.3697,0.3693,0.9975,-0.294,0.3931,0.9963,0.0989
8.36,-0.3696,0.3692,0.9976,-0.294,0.393,0.9965,0.0988
8.365,-0.3696,0.3691,0.9977,-0.2939,0.3928,0.9967,0.0987
8.37,-0.3695,0.3691,0.9978,-0.2939,0.3927,0.9968,0.0986
8.375,-0.3694,0.369,0.9978,-0.2937,0.3925,0.9967,0.0985
8.38,-0.3692,0.3689,0.9979,-0.2936,0.3925,0.9968,0.0984
8.385,-0.3691,0.3688,0.998,-0.2937,0.3924,0.9967,0.0983
8.39,-0.369,0.3687,0.9982,-0.2937,0.3923,0.9967,0.0982
8.395,-0.3689,0.3686,0.9983,-0.2938,0.3922,0.9967,0.0981
8.4,-0.3688,0.3685,0.9984,-0.2938,0.3923,0.9968,0.0979
8.405,-0.3687,0.3684,0.9985,-0.2937,0.3924,0.9969,0.0978
8.41,-0.3685,0.3683,0.9986,-0.2936,0.3923,0.9971,0.0977
8.415,-0.3684,0.3682,0.9987,-0.2935,0.3923,0.9971,0.0976
8.42,-0.3682,0.3681,0.9988,-0.2934,0.3921,0.9972,0.0974
8.425,-0.3681,0.368,0.999,-0.2933,0.3922,0.9972,0.0973
8.43,-0.3679,0.3679,0.9991,-0.2931,0.3922,0.9971,0.0971
8.435,-0.3678,0.3679,0.9992,-0.293,0.3924,0.9974,0.097
8.44,-0.3676,0.3678,0.9993,-0.2927,0.3924,0.9975,0.0968
8.445,-0.3675,0.3677,0.9995,-0.2925,0.3924,0.9977,0.0967
8.45,-0.3673,0.3676,0.9996,-0.2924,0.3925,0.9978,0.0965
8.455,-0.3671,0.3675,0.9997,-0.2923,0.3925,0.9978,0.0964
8.46,-0.3669,0.3674,0.9999,-0.292,0.3924,0.9981,0.0962
8.465,-0.3668,0.3674,1.0,-0.2918,0.3922,0.998,0.096
8.47,-0.3666,0.3673,1.0001,-0.292,0.3923,0.9982,0.0958
8.475,-0.3664,0.3672,1.0002,-0.2919,0.392,0.9982,0.0956
8.48,-0.3662,0.3671,1.0004,-0.2919,0.3919,0.9983,0.0955
8.485,-0.366,0.3671,1.0005,-0.2918,0.3918,0.9987,0.0953
8.49,-0.3658,0.367,1.0006,-0.2917,0.3918,0.9985,0.0951
8.495,-0.3656,0.3669,1.0007,-0.2917,0.3915,0.9986,0.0949
8.5,-0.3654,0.3668,1.0008,-0.2916,0.3913,0.9985,0.0947
8.505,-0.3652,0.3668,1.0009,-0.2913,0.3912,0.9987,0.0945
8.51,-0.365,0.3667,1.001,-0.291,0.3914,0.9992,0.0942
8.515,-0.3647,0.3666,1.0011,-0.291,0.3913,0.9995,0.094
8.52,-0.3645,0.3666,1.0012,-0.2909,0.3913,0.9995,0.0938
8.525,-0.3643,0.3665,1.0013,-0.2909,0.3915,0.9999,0.0936
8.53,-0.364,0.3664,1.0014,-0.2908,0.3915,1.0002,0.0934
8.535,-0.3638,0.3664,1.0015,-0.2906,0.3915,1.0004,0.0931
8.54,-0.3636,0.3663,1.0016,-0.2904,0.3916,1.0004,0.0929
8.545,-0.3633,0.3662,1.0017,-0.2902,0.3918,1.0004,0.0927
8.55,-0.3631,0.3662,1.0017,-0.2901,0.3918,1.0005,0.0924
8.555,-0.3628,0.3661,1.0018,-0.2899,0.3919,1.0005,0.0922
8.56,-0.3626,0.366,1.0018,-0.2899,0.3917,1.0008,0.0919
8.565,-0.3623,0.366,1.0019,-0.2896,0.3917,1.0008,0.0917
8.57,-0.362,0.3659,1.0019,-0.2895,0.3915,1.0008,0.0914
8.575,-0.3618,0.3659,1.0019,-0.2894,0.3914,1.0009,0.0911
8.58,-0.3615,0.3658,1.002,-0.2892,0.3912,1.0011,0.0909
8.585,-0.3612,0.3658,1.002,-0.289,0.3912,1.0014,0.0906
8.59,-0.361,0.3657,1.002,-0.2888,0.3911,1.0015,0.0903
8.595,-0.3607,0.3657,1.002,-0.2888,0.3911,1.0015,0.0901
8.6,-0.3604,0.3656,1.002,-0.2886,0.3909,1.0016,0.0898
8.605,-0.3601,0.3656,1.002,-0.2885,0.3909,1.0014,0.0895
8.61,-0.3598,0.3655,1.0019,-0.2884,0.3909,1.0017,0.0892
8.615,-0.3595,0.3655,1.0019,-0.2881,0.3909,1.0014,0.0889
8.62,-0.3592,0.3654,1.0019,-0.2879,0.3909,1.0014,0.0886
8.625,-0.3589,0.3654,1.0018,-0.2877,0.3909,1.0014,0.0883
8.63,-0.3586,0.3653,1.0018,-0.2875,0.3911,1.0013,0.088
8.635,-0.3583,0.3653,1.0017,-0.2874,0.3912,1.0013,0.0877
8.64,-0.358,0.3653,1.0017,-0.2871,0.3912,1.0014,0.0874
8.645,-0.3577,0.3652,1.0016,-0.2869,0.3911,1.0015,0.0871
8.65,-0.3573,0.3652,1.0015,-0.2867,0.391,1.0017,0.0868
8.655,-0.357,0.3651,1.0015,-0.2866,0.3911,1.0018,0.0865
8.66,-0.3567,0.3651,1.0014,-0.2864,0.391,1.0017,0.0862
8.665,-0.3564,0.3651,1.0013,-0.2864,0.3909,1.0018,0.0858
8.67,-0.356,0.365,1.0012,-0.2861,0.3908,1.0015,0.0855
8.675,-0.3557,0.365,1.0011,-0.2861,0.3906,1.0014,0.0852
8.68,-0.3554,0.365,1.001,-0.2859,0.3905,1.0014,0.0848
8.685,-0.355,0.365,1.001,-0.2857,0.3905,1.0013,0.0845
8.69,-0.3547,0.3649,1.0009,-0.2852,0.3905,1.0013,0.0842
8.695,-0.3543,0.3649,1.0008,-0.2851,0.3903,1.0013,0.0838
8.7,-0.354,0.3649,1.0007,-0.2849,0.3901,1.0014,0.0835
8.705,-0.3536,0.3649,1.0006,-0.2847,0.3903,1.0012,0.0831
8.71,-0.3533,0.3648,1.0005,-0.2843,0.3902,1.0013,0.0828
8.715,-0.3529,0.3648,1.0004,-0.284,0.3902,1.0015,0.0824
8.72,-0.3525,0.3648,1.0003,-0.2837,0.3904,1.0015,0.0821
8.725,-0.3522,0.3648,1.0002,-0.2834,0.3905,1.0015,0.0817
8.73,-0.3518,0.3648,1.0001,-0.2833,0.3905,1.0013,0.0813
8.735,-0.3514,0.3647,1.0,-0.2831,0.3906,1.0013,0.081
8.74,-0.3511,0.3647,0.9999,-0.2828,0.3905,1.0016,0.0806
8.745,-0.3507,0.3647,0.9998,-0.2827,0.3904,1.0014,0.0802
8.75,-0.3503,0.3647,0.9998,-0.2825,0.3903,1.0014,0.0799
8.755,-0.3499,0.3647,0.9997,-0.2824,0.3902,1.0011,0.0795
8.76,-0.3495,0.3647,0.9996,-0.2822,0.3903,1.001,0.0791
8.765,-0.3492,0.3647,0.9995,-0.2819,0.3901,1.0008,0.0787
8.77,-0.3488,0.3647,0.9995,-0.2817,0.3903,1.0004,0.0783
8.775,-0.3484,0.3647,0.9994,-0.2814,0.3902,1.0004,0.0779
8.78,-0.348,0.3646,0.9994,-0.2812,0.3903,1.0006,0.0775
8.785,-0.3476,0.3646,0.9993,-0.2809,0.3904,1.0004,0.0772
8.79,-0.3472,0.3646,0.9993,-0.2806,0.3904,1.0003,0.0768
